2	9	11	19	25	33	3
3	6	23	24	26	30	1
3	18	24	27	31	33	12
12	17	18	26	27	32	1
3	4	11	20	21	31	11
3	6	7	9	20	33	11
2	9	17	25	28	31	13
3	9	12	17	27	29	4
2	6	12	21	30	33	2
6	13	22	25	27	32	14
15	17	19	21	22	30	10
5	9	10	24	26	27	1
1	2	5	6	19	32	2
2	13	16	18	28	33	7
6	8	15	18	28	31	2
4	6	14	15	25	32	15
1	8	10	16	21	23	1
5	9	10	12	20	29	5
1	4	23	26	27	32	11
7	11	24	25	28	31	1
3	13	14	16	24	30	5
3	6	10	17	24	33	16
9	16	17	19	23	33	3
1	4	6	13	16	27	13
5	10	14	25	26	32	12
2	7	17	25	30	32	1
2	3	6	13	22	29	13
4	6	7	9	21	26	7
3	7	20	25	28	30	5
5	11	13	24	26	33	1
6	8	16	18	20	26	14
1	3	6	12	13	19	1
14	20	22	25	28	30	12
1	11	14	16	27	28	3
6	7	8	15	20	21	6
7	18	20	22	28	32	10
1	7	10	21	25	33	7
10	19	21	22	25	28	11
1	2	5	12	13	32	16
5	6	8	14	22	25	14
1	5	11	24	25	26	10
2	8	12	17	30	33	9
2	4	5	8	14	19	10
4	5	22	27	29	33	14
4	6	7	17	25	30	8
1	5	10	12	22	23	14
6	10	12	16	19	28	8
9	11	18	28	29	31	12
1	2	4	7	19	21	9
11	14	17	24	26	31	14
13	15	17	26	32	33	6
4	10	13	15	31	33	11
2	9	12	18	28	29	2
2	8	12	13	29	32	9
2	5	22	28	30	33	16
3	12	15	16	19	33	10
13	21	22	27	29	32	6
15	22	28	29	30	31	14
1	6	8	9	26	33	15
2	11	16	20	25	29	9
6	8	11	13	15	20	9
2	5	12	13	14	21	7
2	14	16	19	26	29	6
3	8	10	18	22	30	12
1	4	9	15	20	29	6
1	4	12	19	30	31	6
3	15	18	24	26	29	1
2	3	4	6	7	8	12
2	6	18	21	22	32	16
9	10	11	12	16	22	13
1	4	6	11	24	31	7
5	16	24	29	32	33	16
1	12	14	25	29	30	10
5	12	20	25	28	31	13
5	6	7	8	12	27	7
3	11	13	15	22	31	13
5	7	9	12	14	18	1
7	8	13	20	24	31	16
1	5	13	25	26	32	12
2	8	15	16	24	26	15
5	6	8	14	22	25	16
5	16	21	27	31	33	7
3	8	13	21	27	32	1
2	12	16	20	29	32	4
4	8	21	27	29	32	9
2	6	14	15	22	25	4
2	4	6	8	12	18	13
15	19	20	22	23	26	12
7	11	12	22	23	28	10
5	8	11	16	17	27	16
4	12	13	16	26	33	10
1	4	5	8	17	28	2
1	5	7	8	20	21	16
7	12	17	20	30	32	3
9	12	16	17	18	26	11
5	12	21	27	29	31	14
10	11	16	24	28	32	15
2	9	11	15	18	20	14
4	8	11	12	23	30	10
3	7	23	24	27	31	2
1	8	14	24	25	33	6
3	16	17	20	21	26	15
3	17	18	23	30	33	14
1	6	18	25	26	28	16
7	10	16	17	23	25	5
1	2	18	21	27	33	7
3	4	11	13	18	29	15
10	15	23	25	29	32	4
3	12	14	15	20	26	14
3	11	13	22	29	30	11
3	9	13	24	27	29	12
11	17	24	28	30	33	2
5	8	19	20	29	30	7
4	18	20	21	25	31	7
1	2	8	18	20	26	16
9	17	19	22	28	33	8
1	9	15	18	22	32	5
1	10	14	20	26	27	6
8	10	13	16	23	28	12
10	14	21	29	31	32	11
8	9	11	13	25	28	4
5	8	9	15	22	30	5
7	8	16	17	26	28	13
8	15	22	24	25	29	15
12	13	14	17	31	32	15
5	11	16	23	28	31	2
3	9	17	23	24	27	1
6	16	20	23	27	29	2
12	16	17	19	31	33	10
1	2	4	7	24	28	11
1	20	27	30	32	33	16
1	7	10	13	19	27	13
5	9	13	16	17	24	7
6	8	9	13	27	32	3
7	9	11	14	15	17	10
1	12	13	20	23	30	13
1	16	21	27	28	31	4
5	11	13	16	22	25	4
2	12	19	23	28	33	10
4	6	12	18	23	26	4
5	8	11	24	25	33	13
3	5	13	17	20	22	11
5	13	20	25	28	33	3
7	16	17	20	21	22	3
10	12	14	16	17	24	13
3	5	8	10	17	20	7
3	7	15	16	23	26	14
3	4	8	14	18	23	12
1	17	18	20	26	31	14
7	10	12	20	21	26	3
9	10	16	19	21	25	4
4	8	9	11	22	27	1
14	15	23	24	25	26	6
7	10	13	14	16	26	11
1	3	4	8	17	23	6
2	10	14	15	19	33	8
3	11	14	27	30	32	13
5	8	9	17	19	21	3
11	12	14	20	23	27	10
13	21	22	27	29	30	3
4	7	13	15	20	30	12
4	15	16	25	27	30	5
3	9	12	14	27	28	4
2	3	4	17	23	30	5
4	10	18	22	27	33	16
1	5	10	12	18	24	6
2	12	17	22	23	25	5
2	3	5	10	18	33	15
1	6	7	12	19	20	9
1	4	14	16	27	33	1
8	17	18	23	25	30	12
9	10	11	12	22	31	13
8	12	15	16	17	30	5
4	6	14	23	24	29	4
1	7	15	17	19	28	11
11	12	17	18	24	33	5
1	10	13	17	29	33	1
2	9	20	21	27	31	8
6	7	11	17	18	27	11
7	8	16	22	27	32	10
1	6	14	17	20	32	4
5	11	16	20	27	30	4
9	10	11	23	28	30	15
3	17	20	22	23	31	16
4	5	9	14	21	25	12
7	8	15	16	26	31	3
3	23	25	26	28	29	3
3	4	11	12	20	25	13
6	9	12	19	20	27	13
3	10	12	18	22	33	9
5	6	11	13	21	33	4
7	8	9	10	20	26	1
1	6	17	26	27	33	2
5	10	16	17	23	30	13
5	12	13	14	23	26	10
5	8	13	15	24	33	14
14	17	18	22	24	27	1
1	11	16	21	23	29	1
1	5	16	27	29	33	14
1	6	21	24	29	30	16
7	15	17	20	25	27	11
4	5	8	9	19	30	4
4	5	11	14	20	33	14
1	5	19	23	32	33	7
13	17	19	27	28	29	8
4	11	17	18	23	26	10
11	19	22	24	28	29	16
1	3	6	16	26	29	3
3	16	17	23	25	32	15
9	21	22	25	26	27	12
5	10	11	22	27	33	12
2	3	12	18	23	32	14
2	4	6	18	25	28	1
1	11	14	19	26	33	7
5	7	10	12	15	31	15
1	9	11	19	22	28	6
1	5	10	13	22	32	14
1	3	13	17	24	33	12
13	17	18	21	25	29	6
7	12	13	19	29	33	1
9	14	16	21	26	27	10
7	8	11	13	15	24	10
8	10	15	17	18	29	4
4	5	15	21	22	28	4
3	11	13	24	25	28	1
1	9	11	21	24	27	7
7	12	26	30	31	33	4
13	19	21	26	27	32	3
2	8	9	11	12	19	15
1	2	4	7	9	23	12
7	13	21	27	28	29	11
11	14	17	19	24	26	8
3	19	20	22	27	30	16
7	17	23	24	28	33	7
2	5	13	17	25	27	4
4	5	14	15	24	28	6
8	10	12	15	19	22	8
1	2	6	13	15	22	5
5	13	23	25	27	28	10
3	10	12	14	16	27	12
2	12	13	25	29	30	4
1	2	16	21	25	31	3
10	11	17	19	23	28	9
4	5	6	13	27	30	7
3	6	10	18	24	25	16
1	8	9	11	21	30	5
2	4	11	13	16	20	8
3	9	10	19	25	28	5
3	6	7	12	16	29	16
1	3	4	17	21	32	13
7	8	16	17	23	28	11
9	10	19	21	25	27	16
9	10	14	22	25	29	12
9	11	17	28	32	33	11
7	10	13	14	22	26	13
3	8	13	16	22	26	1
3	5	11	19	20	33	6
3	6	8	9	18	32	10
4	10	11	19	27	28	4
5	7	11	15	21	26	15
4	6	9	10	13	31	8
4	8	10	13	25	33	1
2	14	19	24	29	33	15
12	15	23	24	28	33	4
5	6	8	13	17	20	6
5	8	15	19	22	29	8
10	12	14	18	19	21	6
2	6	11	14	23	28	3
1	12	17	22	30	32	15
3	4	13	23	26	28	5
16	18	26	28	31	32	9
2	7	11	17	19	23	10
4	5	11	21	24	31	15
1	13	14	15	18	20	16
2	5	22	23	25	29	6
8	9	16	22	24	28	5
3	8	14	20	21	27	8
4	6	10	12	23	24	14
1	2	25	27	31	33	5
11	12	16	20	22	33	1
1	9	20	21	23	27	3
2	3	10	13	19	32	16
6	14	19	22	30	32	12
4	28	29	30	31	33	5
1	2	9	21	24	28	9
1	7	11	27	28	33	14
3	4	14	23	26	33	6
3	9	17	25	29	30	12
8	15	20	22	24	27	4
2	4	9	17	18	25	8
2	10	13	24	27	33	9
1	6	12	22	24	32	16
1	3	8	9	19	21	7
11	19	20	29	30	31	9
2	6	21	23	24	28	16
3	6	7	24	31	33	16
3	6	7	11	13	29	15
13	14	15	18	19	26	3
1	11	16	23	24	28	12
10	17	21	23	28	32	8
4	5	19	24	26	28	4
7	13	14	22	26	30	3
8	14	19	22	28	30	1
3	5	11	19	26	32	1
7	14	16	21	26	33	6
1	14	18	19	20	21	4
2	11	13	23	32	33	15
6	10	14	19	29	33	6
4	11	14	16	19	26	6
7	15	16	18	26	29	4
4	9	11	16	25	33	13
1	4	7	9	18	22	11
9	12	14	24	30	33	8
6	7	13	22	26	32	10
2	6	11	14	20	27	8
9	11	16	17	21	25	8
7	15	22	23	28	30	12
5	16	22	25	30	32	6
8	13	14	23	26	27	7
10	13	14	16	26	31	8
2	5	13	15	22	25	3
5	7	9	10	24	31	14
2	3	16	21	28	31	8
1	7	11	13	19	29	3
11	16	18	22	30	33	4
3	4	16	18	24	31	16
10	13	16	26	28	32	6
3	8	14	19	22	23	16
3	4	25	27	31	33	2
5	6	12	20	30	32	8
1	5	20	21	24	25	10
3	5	17	19	30	33	1
1	5	14	15	23	27	5
1	2	7	8	16	22	1
1	3	19	20	26	28	8
5	16	20	21	27	29	15
2	8	9	10	15	25	14
2	11	13	14	16	21	14
1	2	4	6	7	25	10
7	9	10	16	26	27	2
2	8	13	14	19	22	9
9	11	14	16	25	26	8
2	23	24	29	31	33	8
3	11	12	16	27	31	12
3	18	22	23	24	29	9
1	7	11	15	24	28	15
5	11	23	25	29	32	7
10	15	17	26	27	29	4
7	10	17	21	24	29	9
1	2	6	7	26	31	14
1	6	13	17	30	33	1
3	5	6	19	22	33	15
9	12	15	24	26	31	3
1	4	5	11	13	25	8
6	15	19	22	28	29	12
3	17	21	24	25	30	1
1	2	8	16	21	22	10
2	15	24	26	29	30	15
1	6	8	23	24	31	2
2	6	13	14	18	30	6
2	3	12	15	21	29	16
14	17	18	20	28	29	14
11	13	24	25	26	32	5
4	8	11	12	16	27	12
9	10	16	18	20	25	3
9	12	14	24	28	32	15
1	10	19	21	30	32	1
1	7	16	21	31	32	15
1	3	4	12	25	29	3
11	15	19	20	26	27	1
1	7	14	17	27	33	4
2	3	11	15	22	28	7
4	11	12	21	28	32	12
3	12	13	29	30	33	2
1	3	4	26	30	32	7
3	11	14	21	30	33	15
10	20	21	22	25	29	11
5	7	12	18	26	29	6
5	8	12	25	30	32	16
2	4	9	12	24	29	4
1	5	7	15	23	30	7
5	14	18	22	27	32	6
1	3	11	15	16	22	16
6	9	12	16	19	22	13
3	14	20	26	29	33	8
7	13	18	20	22	25	8
3	10	11	13	14	23	14
3	6	10	11	26	27	16
9	15	17	19	21	29	1
3	20	24	27	29	31	2
4	8	21	27	31	33	1
5	11	14	15	24	32	12
4	7	9	11	18	33	4
10	18	21	25	28	32	9
5	13	16	22	27	30	14
4	14	22	29	30	33	10
2	10	18	24	25	29	3
6	8	11	16	25	28	15
19	25	26	28	29	30	3
6	10	13	14	18	23	1
5	6	7	24	25	30	2
4	5	9	11	14	29	14
4	8	15	19	21	32	13
13	14	18	19	25	31	4
1	5	10	21	22	28	16
2	9	12	17	19	26	13
5	8	9	13	20	26	16
14	17	19	22	25	30	8
5	16	24	26	30	33	16
4	7	15	16	20	26	11
9	13	14	25	28	32	13
2	6	10	16	27	33	2
4	6	10	11	13	30	7
6	7	9	22	30	32	3
3	16	19	21	22	25	7
2	7	9	14	22	28	2
1	10	12	16	17	26	2
3	9	17	31	32	33	9
3	10	19	23	32	33	11
3	9	23	25	30	32	7
4	5	7	8	10	26	5
2	5	19	22	23	28	2
3	8	13	22	23	32	7
16	20	21	23	24	27	11
3	6	8	10	19	27	9
1	4	6	8	19	25	12
1	4	8	18	22	28	9
4	5	6	7	12	28	4
4	5	13	19	21	24	13
2	12	23	27	29	31	10
10	15	18	19	23	31	14
5	6	13	16	24	31	10
6	25	27	28	30	31	6
2	9	15	19	26	27	5
2	6	13	26	29	30	6
10	15	16	25	27	30	2
9	12	13	20	27	29	2
19	23	27	29	31	33	3
1	10	16	17	21	24	5
1	2	8	20	27	30	4
5	6	12	13	15	33	11
5	14	22	27	30	31	15
1	5	13	15	16	27	13
1	3	6	19	22	32	8
8	17	19	20	29	30	9
9	11	13	19	27	30	8
6	15	17	26	29	33	6
4	5	6	14	22	27	15
3	4	5	10	11	26	12
2	4	5	9	11	17	10
1	6	11	22	29	30	9
3	6	25	26	28	32	9
12	13	19	20	24	25	13
9	15	21	24	30	31	16
1	8	9	15	17	18	13
6	10	16	25	26	28	5
4	15	24	25	26	27	9
2	6	11	15	22	28	12
6	16	19	31	32	33	11
1	6	9	10	11	25	6
5	8	17	23	30	31	13
1	11	12	16	22	30	5
1	3	9	22	28	30	11
4	6	7	9	17	30	14
11	14	15	24	29	30	7
6	10	23	25	29	31	16
6	17	21	25	28	33	16
10	12	19	21	23	30	12
2	7	15	24	27	28	6
1	18	21	25	26	27	8
3	4	7	8	14	17	3
2	4	6	13	32	33	11
6	12	14	15	17	31	15
8	10	11	27	30	32	9
1	21	24	27	31	32	8
4	6	8	16	20	22	12
3	8	13	17	32	33	7
9	10	13	22	31	32	15
2	10	14	18	21	27	8
4	13	16	19	23	28	5
3	6	16	17	20	23	8
1	3	6	11	18	25	15
21	23	24	26	28	29	2
5	7	23	27	28	31	13
1	5	6	9	14	32	8
2	13	19	20	23	27	2
6	9	11	17	18	32	11
2	4	7	9	14	20	4
3	7	19	24	30	32	16
1	3	14	17	18	22	10
9	11	14	17	23	26	11
6	7	13	18	22	25	12
2	3	7	11	13	32	14
2	6	15	26	29	30	5
6	9	10	11	26	29	16
7	8	11	14	21	27	13
8	15	16	26	28	33	3
3	7	17	19	20	24	5
4	11	15	16	17	29	7
4	6	21	22	23	25	16
1	7	12	18	22	23	9
1	4	9	13	19	29	7
4	15	19	23	25	31	11
4	8	11	15	25	27	6
17	18	19	25	27	29	4
6	8	10	14	19	26	7
4	8	18	21	24	31	5
10	15	17	26	29	32	12
6	8	10	11	12	22	10
7	11	13	15	25	32	6
5	6	10	11	26	31	14
7	9	12	18	24	29	1
3	12	13	24	25	29	1
1	10	17	18	22	23	4
1	2	7	21	22	29	2
1	3	9	14	24	28	16
15	21	22	25	30	33	13
4	6	13	20	24	28	12
6	10	15	20	21	22	5
8	10	18	19	21	31	5
5	12	15	23	27	29	11
8	13	14	20	22	26	3
2	5	8	22	23	27	12
2	9	15	22	29	31	3
3	12	14	15	22	31	16
2	5	8	11	20	30	15
1	7	15	29	30	32	9
4	11	16	18	25	33	3
1	10	13	15	16	26	1
11	14	17	20	21	25	16
4	6	8	24	28	29	2
2	4	5	12	16	20	4
4	13	15	19	21	25	2
5	12	15	17	22	25	3
6	13	22	26	27	33	13
4	10	14	19	26	33	6
10	18	22	27	28	30	1
1	2	9	11	15	33	5
3	6	9	15	24	29	8
2	6	13	16	18	28	16
2	6	7	10	11	23	7
1	7	12	20	23	26	15
4	6	10	19	22	28	13
5	9	15	24	30	31	4
6	12	15	19	21	26	1
8	14	16	21	24	30	12
3	17	21	23	29	33	14
1	13	18	21	30	32	2
10	12	15	23	25	29	16
2	4	6	7	13	22	8
3	10	14	18	22	29	9
7	9	13	19	25	29	11
1	11	23	25	29	30	1
2	7	13	17	26	27	1
3	6	10	23	25	33	11
5	6	16	24	25	29	3
1	3	5	10	16	21	8
11	17	26	29	31	33	8
8	13	14	16	23	27	16
3	7	9	25	30	32	2
6	14	22	23	26	31	7
8	9	24	27	28	30	12
5	10	16	18	27	33	9
10	11	13	26	28	33	16
3	10	14	20	21	30	6
1	5	18	21	22	27	2
3	4	14	21	24	32	2
7	13	19	25	26	27	5
7	9	12	14	25	28	12
10	11	20	23	24	30	8
1	11	15	24	26	28	14
3	15	19	22	24	31	11
1	5	14	24	25	30	9
2	15	18	24	27	29	16
2	3	6	7	19	27	1
1	7	13	24	28	32	1
2	4	5	21	23	24	8
1	2	10	13	26	29	2
2	9	15	25	29	33	3
1	11	15	22	26	31	13
1	3	12	18	25	28	7
3	5	9	29	31	33	9
3	15	23	27	28	31	5
7	8	12	20	24	27	15
5	15	23	24	30	31	3
3	8	12	16	22	33	12
17	18	22	28	31	32	7
3	7	8	9	19	20	10
2	6	12	14	16	17	8
2	4	15	26	27	28	11
7	12	13	14	15	22	16
2	3	9	23	25	26	12
1	2	5	25	28	31	13
9	14	16	19	21	29	2
9	12	24	29	30	32	4
4	12	24	26	31	33	1
1	6	11	22	29	31	13
5	9	13	18	20	22	14
2	7	11	18	29	33	3
3	9	21	25	29	32	6
2	12	19	25	26	28	14
5	8	26	28	29	31	12
7	11	20	21	24	26	1
1	20	21	24	26	28	7
6	13	16	18	19	22	13
5	7	15	25	27	29	7
2	7	15	18	21	23	8
5	6	15	22	26	28	6
8	11	16	17	20	32	13
5	12	20	21	28	30	9
10	18	22	23	25	31	12
2	3	16	17	20	25	6
8	9	13	17	22	29	3
8	9	20	21	22	25	11
1	3	4	10	14	16	7
1	6	7	10	11	19	6
2	10	12	19	21	27	15
4	11	14	23	30	32	6
17	18	28	29	30	31	14
2	3	10	12	23	28	10
2	5	8	21	24	26	8
5	18	25	26	28	32	6
4	12	14	22	29	30	7
1	7	19	20	24	28	8
5	9	15	16	18	31	13
5	7	23	25	28	29	13
2	3	6	10	15	27	10
2	8	16	25	28	33	12
2	7	9	19	26	29	8
4	9	14	15	21	23	10
3	4	7	8	20	23	7
4	8	22	27	29	32	13
2	7	10	23	26	32	10
7	8	14	22	23	27	5
11	15	19	26	28	29	14
4	13	15	26	28	32	11
2	14	19	20	25	32	11
6	12	14	24	25	31	8
1	17	22	29	30	32	1
1	3	15	19	20	30	15
3	4	6	15	22	23	15
8	14	16	17	24	31	7
1	6	7	9	17	28	1
6	16	17	21	26	29	9
4	8	14	21	28	29	5
1	2	8	12	19	24	3
15	17	23	24	25	30	8
1	10	12	23	31	33	13
6	8	11	21	22	29	16
1	2	9	15	17	22	13
2	9	11	13	17	24	5
4	14	17	22	23	24	14
10	11	13	21	23	27	10
1	4	9	23	24	30	3
1	3	8	19	22	24	2
2	5	10	21	25	29	8
1	9	11	14	24	29	15
1	3	11	15	16	17	8
7	8	9	17	18	21	9
5	10	19	21	28	32	9
10	13	21	22	26	27	13
2	12	18	25	29	30	13
3	5	8	9	22	27	1
2	6	12	16	21	29	13
5	10	15	19	25	29	7
4	12	15	20	21	27	9
5	17	18	21	23	32	13
10	13	19	28	31	32	14
10	13	14	15	22	29	14
3	5	14	19	20	25	10
5	7	12	20	23	26	12
4	5	11	19	20	30	12
4	5	10	29	30	33	11
3	13	14	22	31	32	15
6	12	15	24	27	29	2
1	3	6	20	26	33	8
10	12	13	20	28	32	4
4	13	18	21	24	26	5
2	4	12	28	30	32	2
3	4	11	18	25	29	10
11	15	17	30	31	32	10
1	17	20	22	26	29	10
9	14	18	24	32	33	14
9	15	17	28	29	33	12
2	12	13	20	25	27	14
1	3	5	10	26	30	11
1	5	9	10	21	33	13
2	3	20	27	29	31	8
3	9	11	21	23	25	3
9	11	13	16	23	31	13
10	13	16	22	23	27	14
9	12	17	22	29	30	16
2	3	14	18	25	31	10
2	6	14	17	20	33	11
2	7	8	14	15	20	4
1	2	4	7	13	28	13
3	4	16	24	25	27	3
2	14	16	23	27	33	9
4	12	17	19	24	25	13
2	9	10	18	20	32	13
8	11	26	27	31	32	2
3	11	15	20	21	30	14
1	11	13	14	22	31	14
2	4	10	12	15	23	3
3	8	9	15	32	33	2
3	5	12	14	20	31	3
2	5	10	17	28	30	15
8	10	12	21	23	26	10
8	10	15	27	31	33	10
3	5	8	13	23	31	15
4	6	9	11	28	31	16
7	11	12	13	23	25	7
2	5	6	15	24	26	7
1	2	6	8	25	33	2
1	10	12	25	29	30	10
4	20	21	24	25	33	16
8	18	19	22	24	30	5
4	5	17	21	30	31	7
4	12	15	16	20	23	12
4	13	15	16	20	24	9
15	20	21	22	25	33	10
12	17	21	27	30	32	15
18	19	21	25	27	28	13
1	7	13	22	26	32	1
11	14	16	17	18	30	9
4	5	11	19	29	31	6
8	12	13	17	32	33	16
5	7	8	14	23	32	10
2	8	10	21	22	29	4
8	14	16	27	32	33	3
4	5	12	22	27	29	9
4	5	16	20	21	24	6
2	5	14	20	22	30	9
11	12	15	17	28	30	4
10	20	21	23	28	31	4
2	4	10	12	22	28	10
11	16	18	23	26	31	12
3	17	18	21	26	29	12
1	2	18	19	31	32	12
2	3	15	18	27	31	14
1	3	17	19	24	30	2
9	10	13	18	24	28	15
10	11	14	20	21	23	13
3	4	15	26	32	33	11
5	7	15	19	30	31	14
7	11	14	15	22	24	9
9	13	14	21	27	31	13
1	4	11	17	27	29	14
2	9	15	19	27	32	13
4	18	21	26	27	31	7
17	21	25	27	31	33	14
8	10	13	19	20	31	11
2	4	10	21	31	33	4
3	4	12	19	27	29	16
1	5	16	19	21	26	11
5	10	13	27	32	33	9
6	13	14	19	28	29	13
1	11	21	26	28	29	6
2	12	15	17	19	21	6
5	6	10	11	24	27	3
11	12	17	18	22	28	10
11	17	20	26	29	32	2
11	14	15	16	28	30	2
6	10	18	20	22	26	9
1	12	26	27	28	29	16
2	14	15	23	28	32	7
3	4	6	12	15	33	13
5	6	16	17	19	26	11
6	15	20	25	27	28	1
1	4	21	23	26	30	16
6	8	11	21	29	32	2
1	7	24	30	32	33	6
1	7	21	22	24	31	9
4	6	12	17	26	32	8
1	2	17	24	27	32	1
1	5	6	7	10	22	6
4	6	11	28	30	32	11
1	3	19	22	28	30	16
5	13	15	19	28	30	1
2	6	9	21	22	33	7
6	16	17	19	21	28	15
8	10	14	23	30	33	16
14	19	21	25	26	29	4
3	11	24	28	30	33	14
8	11	14	19	25	29	14
4	6	10	18	23	25	6
1	5	17	23	26	31	6
7	12	13	14	20	27	8
2	20	22	23	28	32	2
4	8	12	18	27	29	5
2	7	11	15	19	28	2
3	5	20	29	32	33	5
6	15	16	20	30	33	2
2	7	9	11	22	29	9
5	8	13	14	28	33	16
6	10	11	19	28	33	12
12	14	15	17	22	24	7
5	6	8	9	21	22	12
6	7	8	12	16	18	16
3	23	24	25	30	33	3
2	10	11	24	28	33	11
6	8	20	21	29	33	6
4	6	10	11	20	24	7
8	18	22	29	30	31	2
2	4	7	9	15	19	3
9	10	15	18	25	30	4
1	5	19	23	24	29	10
4	11	12	14	18	32	3
11	23	24	26	27	31	6
2	5	9	11	12	29	11
10	11	18	22	24	25	1
1	10	13	17	22	24	9
1	10	14	16	26	29	13
7	9	15	20	23	27	15
3	6	29	30	32	33	16
1	13	16	18	21	30	5
4	19	20	29	30	32	1
3	4	6	12	21	32	3
1	7	12	17	24	33	2
3	6	8	12	15	24	6
1	2	10	16	23	32	16
3	7	8	19	22	28	10
22	26	27	29	31	32	8
8	14	27	28	32	33	6
3	4	6	8	16	23	9
6	7	16	22	25	29	10
7	9	14	16	25	30	1
1	2	11	25	28	30	10
3	4	7	10	17	32	12
7	18	20	23	24	30	14
2	7	13	19	30	33	12
2	8	18	20	24	25	16
2	3	14	18	30	31	3
1	3	5	9	19	27	9
7	10	13	23	24	25	9
4	5	29	30	32	33	3
2	4	19	21	22	24	13
2	14	24	26	32	33	14
1	8	9	13	19	24	14
1	7	11	16	26	29	6
1	3	4	14	22	27	4
7	16	19	23	25	33	7
11	17	20	21	24	27	6
2	4	13	14	15	30	4
2	6	9	18	25	27	12
